polygon_id,desc_terrain,favor_influences,detr_influences,pct_improved,desirability,occupation,fam_income,pct_foreign,predom_eth,black,pct_black,infiltration,relief_fam,pop_inc,pop_dec,pop_static,predom_build_pct,other1_pct,other2_pct,predom_build_type,other1_type,other2_type,predom_build_constr,other1_constr,other2_constr,predom_build_age,other1_age,other2_age,predom_build_repair,other1_repair,other2_repair,predom_build_pctocc,other1_pctocc,other2_pctocc,predom_build_pctown,other1_pctown,other2_pctown,predom_build_constrpastyr,other1_constrpastyr,other2_constrpastyr,predom_build_1929price,other1_1929price,other2_1929price,price2,predom_build_price2,predom_build_price2pct,other1_price2,other1_price2pct,other2_price2,other2_price2pct,price3,predom_build_price3,predom_build_price3pct,other1_price3,other1_price3pct,other2_price3,other2_price3pct,predom_build_salesdemandlim,other1_demandlim,other2_demandlim,predom_build_salesact,other1_salesact,other2_salesact,predom_build_1929rent,other1_1929rent,other2_1929rent,rent2,predom_build_rent2,predom_build_rent2pct,other1_rent2,other1_rent2pct,other2_rent2,other2_rent2pct,rent3,predom_build_rent3,predom_build_rent3pct,other1_rent3,other1_rent3pct,other2_rent3,other2_rent3pct,predom_build_rentdemandlim,other1_rentdemandlim,other2_rentdemandlim,predom_build_rentact,other1_rentact,other2_rentact,homebuy,homebuild,notes,name,sec_grade,area_num
3856,Level,"Nearness to city center, convenience to schools, churches, transportation, amusements, and employment.",Heterogeneous population and improvements.,90,downward,"Laborers, service employees, etc.",800 to $1500,20,Southern European,yes,5,Industry and business,many,----,----,yes,90,,,4 & 5 room,,,frame,,,40,,,poor,,,90,,,45,,,2,,,1000 to $2000,,,1935,800 to $1600,80,,,,,1938,1000 to $2000,100,,,,,1250 poor,,,poor,,,10 to $17.50,,,1935,7.50 to $15,80,,,,,1938,10 to $20,100,,,,,15 good,,,good,,,none,none,"Largely zoned for industry and business. Lot values are $5 per front foot or less. The territory immediately adjacent to Liberty Park is slightly better grade but proximity to largest negro concentration of the city precludes higher grading. This is the ""melting pot"" of Spokane, and is extremely heterogeneous. The area is accorded a ""low red"" grade.","Liberty Park Dist., Spokane, Wash.",D,10
3857,Level with decided slope to north,"Nearness to city center, schools, churches, and transportation. Presence of all public utilities.",Heterogeneous improvements and population. Age of improvements.,85,downward,laborers & white collar workers,1200 to $2500,5,none,few,1,apartment and business houses - slowly,many,slowly,----,----,90,10,,5 & 6 rooms,Large old,,frame,frame,,45,50,,fair to good,fair,,95,95,,30,?,,none,none,,1000 - $3000,?,,1935,750 - $2500,75,,,,,1938,1000 - $3000,100,,,,,2000 fair,poor,,poor,none,,10 to $25,,,1935,10 to $22.50,95,,,,,1938,10 to $30,110,,,,,20 good,poor,,good,none,,limited,limited,"Zoned for multi-family dwellings, with business being permitted on northern tier of blocks. Lot values, except business locations, run from $7 to $10 per front foot. This area was a popular and stable residential district forty years ago. It is now a second class apartment district with many of the large old homes being converted into multi-family dwellings. It is not in the line of the city's business development. There is a considerable Jewish population in the western part of this area. This is a typical ""red"" area and has declined from 1st grade during the 50 year period.","Irving School Dist., Spokane, Wash.",D,9
3858,"Side hill sloping from south to north, some steep grades.","Nearness to city center, schools, churches, and transportation. Presence of all amenities.",Presence of many old outmoded sized dwellings. Threat of infiltration of multi-family dwellings.,75,slowly downward,"Retired capitalists, professional and business men and white collar workers",1500 upward,few,American,none,,lower income group,none known,slowly,----,----,85,10,2,6 & 7 rooms,8 to 10 rooms,Mansion,Brick & Frame,"Stone, Brick, Frame","Stone, Brick",20,40,40,good,good,good,96,96,100,70,80,95,2,none,none,3500 - $6000,4000 - $8000,?,1935,2500 - $3500,70,2400 - $5000,60,?,,1938,3000 - $4750,80,2800 - $5500,70,?,,3500 fair,4000 poor,,poor,very poor,,25 - $50,35 - $60,,1935,17.50 - $35,70,20 - $35,35 - $60,,,1938,25 - $50,100,30 - $55,90,,,35 good,35 poor,,good,poor,,limited,none,"Zoned for multi-family dwellings. Lot values run from $7 to $10 per front foot. This area is one of the old aristocratic sections and in many respects is similar to C-15. The encroachment of apartment houses and conversion of large old mansions into multi-family dwellings, however, is not nearly so pronounced. Many of the old mansions are still occupied by the original owners and are splendidly maintained, lending an air of dignity to the area. A Jewish synagogue is located at the corner of 8th and Walnut, and this attracted many Jewish residents. The northern part is of better grade, but the area as a whole is only entitled a ""medial yellow"" grade.","Old Cannon Hill Dist., Spokane, Wn.",C,17
3859,Rolling with some steep grades.,"Convenience of schools, churches, transportation, trading centers, etc. Proximity to city center and high grade residential areas. Presence of all amenities.",Spotted nature of development and presence of many oversized dwellings.,80,static to upward,white-collar workers. small business and professional men,1500 to $3000,few,American,none,,none,very few if any,slowly,----,----,90,,,5 to 7 rooms,,,Brick & Frame,,,25,,,Fair to good,,,92,,,65,,,4,,,4000 to $6500,,,1935,3000 to $5000,75,,,,,1938,3500 to $6000,90,,,,,fair,,,poor,,,30 to $50,,,1935,20 to $35,70,,,,,1938,30 to $55,100,,,,,fair,,,poor,,,ample,ample,"Deed restricted and zoned single family residential. Lot values run from $8 to $12 per front foot. The age of the improvements range from new to 50 years. The older dwellings are large old, mansion-type residences. Many of the improvements in this area have been constructed within the past 10 years. There are a number of Jewish families residing in the northern part of this area. The northern portion of the area would classify as a ""low blue"" gradually grading up to a ""high-blue"" in the southern part.","Old Cannon Hill Dist., Spokane, Wash.",B,9
3860,"Apex and slopes of a hill with many steep grades with frequent outcroppings of boulders, many of which are used in the landscaping. Southern portion is much less rugged.","Many view locations and charm of surroundings. Transportation, schools, churches, and city center conveniently available. Presence of all amenities and nearness to best residential sections of the city. Harmonious population.",General age level and outmoded size of a majority of dwellings. Many streets not fully improved.,65,static to upward,Active and retired professional and business men,2500 upward,---,none,none,,remote,none,slowly,----,----,95,,,6 to 8 rooms,,,"Brick,Stone,Frame",,,25,,,good,,,99,,,80,,,14,,,5000 to $8000,,,1935,25 to $35,70,,,,,1938,5000 to $8000,100,,,,,6000 good,,,fair,,,35 to $50,,,1935,4000 to $6500,80,,,,,1938,40 to $55,110,,,,,40 good,,,fair,,,ample,ample,"Deed restricted and zoned single family residential. Lot values run from $10 to $20 per front foot. This is highly an old and highly-regarded section which will be ""still desirable"" for many years to come. Some of the homes are quite old, but all are splendidly maintained. The newer homes in this area would be a credit to a first class district. There are so many older properties in the area, however, that it is believed that a ""high blue"" classification is the proper grade to assign.","Cliff Park & Cannon Hill Dst., Spokane, Wash.",B,10
3861,"Undulating crest of a high bluff, with many outcroppings of large boulders.",Harmonious surroundings and population. Magnificant view locations. Presence of all amenities. Excellence and charm of improvements.,Lack of transportation in parts of area.,85,static to upward,Business & professional men,"10,000 upward",none,,none,,none,none,yes,,,90,,,mansion,mansion,,"stone, brick, frame","stone, brick, frame",,15,25,,good,,,98,,,90,,,10,,,"10,000 up",,,1935,"6,500 up",65,,,,,1938,"8,000 up",80,,,,,"15,000 fair",,,fair,,,100.00 up,,,1935,50.00 up,50,,,,,1938,75.00,75,,,,,100.00 good,,,"poor, rentals are usually on lease basis",,,ample,ample,"This area is a high deed restricted and is zoned single family residential Lot values are higher in this area than in any other section of the city, running from $30 to $50 a front foot. Every site in the area is a view location, overlooking the valley of the Spokane River and the mountains beyond. This is the city's most aristocratic section and its improvement began some 30 years ago, and is still continuing. The dwellings are largely of the mansion type and are highly maintained. The area is accorded a ""high green"" grade.","Overbluff & Rockwood, Spokane, Wash.",A,5
3862,Level from east to west with some steep grades from south to north.,"Nearness to city center. Transportation, schools, churches, etc., conveniently available.",Many streets not fully improved. Heterogeneous nature of improvements. Proximity to the business district.,70,downward,"small business men, white collar workers and artisans",1200 up,none,none,none,,Business and apartment houses - rapid,few,yes,----,----,75,25,,5 & 6 room,7 & 8 room,apartment houses,frame,frame,brick,25,35,10,poor to fair,poor to fair,good,96,96,---,60,40,---,4,none,none,2000 - $3500,2500 - $4000,?,1935,1500 - $2500,75,1750 - $2750,70,,,1938,1750 - $3250,90,2000 - $3000,80,,,2500 fair,2500 poor,,poor,poor,,15 to $30,15 to $30,?,1935,10 to $17.50,60,10 to $17.50,60,,,1938,15 to $25,90,12.50 to $25,80,,,15 good,15 fair,,good,fair,,limited,limited,"Zoned for multi-family residences in western part and for single family residences in eastern part. Lot values run from $6 in the eastern part to $15 in the western part. This is a natural apartment house district and some of the best apartment houses in the city are located within its borders. It is now however, in a transitory period, and is accorded a ""low yellow"" grade. Indications are that entire area will be zoned to permit multi-family dwellings in time.","Liberty Park Dist., Spokane, Wash.",C,18
3863,Fairly level from east to west with steep slopes and grades from south to north. Rugged and hilly with frequent outcroppings of boulders east of Crestling Avenue.,"Convenience to schools, churches, trading centers, and transportation. Proximity to higher grade areas on the south.",Lack of fully improved streets. Heterogeneous character of improvements both as to type and age.,85,static to upward,"Business & Professional men, white-collar workers and artisans",1500 to $3000,few,none,none,,remote,,yes,----,----,80,20,,5 & 6 room,7 & 8 room,,frame,Brick & Frame,,20,30,,fair to good,fair to good,,99,99,,70,70,,7,none,,2500 to $5000,3500 to $5500,,1935,2000 to $4000,80,2500 to $3750,70,,,1938,2500 to $4750,95,3000 to $4500,85,,,3500 fair,3500 fair,,fair,fair,,20 to $40,30 to $45,,1935,15 to $30,80,20 to $30,70,,,1938,25 to $50,120,27.50 to $40,90,,,3500 good,30.00 fair,,good,good,,ample,ample,"Zoned single family residential. Lot values $7 to $10 per front foot. This area characterized by a high percent of land improvement, occupancy, and home ownership. Many small neighborhoods have all the qualifications of a ""blue"" area, but immediately adjacent will be found a neighborhood which only grades ""low yellow."" The area is extremely spotted and is accorded a grade of ""medial yellow"". The Altamont district in the eastern part of the area is very favorably situated and was evidently started as a first class sub-division but has failed to fulfill.expectations. Several greenhouses and nurseries are located in the Eastern part. The south central part is of lower grade than the rest of the area and the part east of Perry is a ""high yellow.""","Altamont District, Spokane, Wash.",C,19
3864,"Series of rugged hills and vales, with outcroppings of boulders.","Harmonious population and improvements. Many view locations. Presence of all amenities. Convenience to schools, churches, shopping centers and transportation.",None observed.,65,upward,Business & Professional men,8000 to $25000,--,none,none,,remote,none,yes,----,----,65,20,15,mansion,6-8 room,5 room,"Frame,Brick,Stone","Frame,Brick,Stone","Frame,Brick",8,6,6,good,Good,Good,99,99,99,90,90,90,19 all types,,,10000 up,"7,000 up","6,000",1935,6500 up,65,5250 up,75,4750,80,1938,8000 up,80,6650 up,95,6000,100,"15,000 fair",7500 good,6500 good,fair,fair,fair,75 up,60 up,50,1935,40 up,50,50 up,80,40,80,1938,60 up,75,65 up,110,60,120,75 good,60 good,50 good,poor - not many available,fair,fair,ample,ample,"Highly deed restricted and zoned single family residential. Lot values $12 to $20 per front foot. The rugged terrain lends itself to the effective landscaping and the beautiful gardens for which the area is noted. Also notable is the excellence of architectural design, construction, and maintenance. Many families of wealth and position have their homes in this area which is one of the best in the city and is accorded a ""high green"" grade.","South Rockwood District, Spokane, Wa.",A,6
3865,Somewhat rugged with many sharp grades. Generally sloping from south to north. Boulder outcroppings are numberous.,"Homogeneous population. Convenience to schools, churches, transportation, recreational areas, etc. Availability of all amenities. Many view locations. Adjacence of highest grade residential areas.",Distance from trading centers. Many streets not fully improved,45,upward,"Jr. Executives, professional and business men",2500 upward,--,none,none,,remote,none,yes,----,----,90,,,5 & 6 rooms,,,"Brick,Frame, Stone",,,8,,,good,,,97,,,75,,,21,,,4000 to $6500,,,1935,3500 to $5500,85,,,,,1938,4000 to $6500,100,,,,,5000 good,,,good,,,27.50 to $45,,,1935,20 to $30,70,,,,,1938,30 to $50,110,,,,,35 good,,,good,,,ample,ample,"Deed restricted and zoned single family residential. Lot values run from $9 to $12 per front foot. Many of the homes in this area are beautifully landscaped, the rock outcroppings being used with effect in this connection. The whole area is fairly new and is developing quite rapidly. The southern part of the area is quite attractive and the trend of this part in particular is distinctly upward, and may, with future development, warrant a first grade classification. In its present state, however, it is felt that a ""high blue"" grade is all that is justified.","Southwest Blvd. Dist.. Spokane, Wash.",B,11
3866,"Fairly level with gentle undulations, somewhat rugged in southern part.","Convenience to schools, churches, transportation, and shopping center.","Proximity to industry, business and lower grade heterogeneous population. Lack of paved streets.",65,static to downward,"Laborers, shop keepers, service employees and white collar workers",800 to $2000,10,Italians,few,1,"lower grade, slowly",many,yes,----,----,90,,,5 & 6 rooms,,,frame,,,25 years,(new to 40 years),,poor to fair,,,95,,,60,,,7,,,2000 to $3500,,,1935,1250 to $2250,65,,,,,1938,1750 to $3000,85,,,,,2500 good,,,good,,,15 to $25,,,1935,10 to $17.50,70,,,,,1938,17.50 to $27.50,110,,,,,20 good,,,good,,,limited,limited,"Zoned single family residential with multi-family zoning along Pacific Avenue and provision for so many business centers, principally along Fifth Avenue. Lot values $5 to $7 per front foot. This area is on the verge of being 4th grade and is assigned a very ""low yellow"" grade. Both improvements and population are extremely heterogeneous in character and the Northeastern part of the area will undoubtedly become ""hazardous"" in the course of time.","Fairgrounds Addition, Spokane, Wn.",C,16
3867,Top of a rise which slopes gently in every direction.,"Favorably located, furnished many view sites.","Unimproved streets, lack of sewers, distance from city center, poor transportation facilities.",25,doubtful,"small business men, artisans and WPA workers",1500 to $2500,20,Southern Europeans,None,,Animal husbandry a threat,many,slowly,----,----,80,20,,4 to 6 rooms,3 rooms,,frame & brick,shack,,15 years,20,,fair to good,fair,,99,99,,85,85,,3,none,,1500 to $3500,Land area,,1935,1250 to $2750,80,governs prices,,,,1938,1500 to $3500,100,,,,,2000 good,,,good,,,12.50 to $30,Land area,,1935,10 to $25,80,governs prices,,,,1938,15 to $35,110,,,,,20 good,,,good,,,limited,limited,"Zoned single family residential. Lot values are $2 or less per front foot. This area is more or less of a ""sustenance homestead"" section and all the dwellings occupy garden tracts. The location is a sightly one, occupying high ground with a broad expanse of view. The land is said to be fertile and some realtors believe that it may develop into a first class residential district, while there are a few new residences in the district, the low income group predominate and it is doubtful whether it will ever be more than a 3d grade area.","Lincoln Heights Dist., Spokane, Wash.",C,20
3868,Generally level.,"Convenience to schools, churches, transportation, and trading centers. Harmonious population.","Distance from city center. Lack of fully improved streets. Deed restriction has reversion clause, which is believed to be inoperative, but leaves a technical cloud upon title.",75,upward,"mill workers, mechanics, foremen and artisans",1500 to $2500,--,none,none,,remote,none known,yes,----,----,90,,,4 & 5 rooms,,,Brick & Frame,,,8,,,Fair to good,,,98,,,75,,,5,,,2500 to $5500,,,1935,2000 to $4500,80,,,,,1938,2500 to $5000,95,,,,,3500 good,,,good,,,25 to $35,,,1935,17.50 to $25,70,,,,,1938,27.50 to $40,110,,,,,35 good,,,good,,,ample,ample,"Deed restricted and zoned single family residential. Lot values $6 to $8 per front foot. This is a working man's district of medium priced well-constructed homes. Deed to property in this area prohibit the sale or manufacture of intoxicating liquors and provide that violation of this provision automatically reverts to the property to the heirs of the grantor. The Local Abstract Company advises that in the opinion of their council this restriction could not be enforced. However, the Home Owners' Loan Corporation has consistently refused to make loans in this area on account of this restriction. Other mortgagees of the city, however, feel no hesitancy in making loans in the area, and it is therefore accorded a ""low blue"" grade.","Ross Addition, Spokane, Washington",B,8
3869,Level with slight slopes. Bluffs on northern and western boundaries,"Nearness to city center. Transportation, schools, churches, trading centers, etc. conveniently available. Presence of all amenities. Well established reputation as high grade residential district.","Encroachment of multi-family dwellings. Presence of very many large , old, outmoded size dwellings.",90,static,Business & Professional men,2000 upward,few,American,none,,lower income groups,few if any,yes,----,----,80,10,10,8 to 10 rooms,12 to 20 rooms mansion type,6 & 7 rooms,"masonry, brick, frame",being converted into apartment houses,brick and frame,40,40 years,25,good,good,good,97,97,97,50,40,60,none,none,none,4000 - $7500,?,?,1935,2500 - $5000,70,,,,,1938,4000 - $7500,100,,,,,poor,,,poor,,,40 to $60,,,1935,30 to $50,80,,,,,1938,40 to $60,100,,,,,45 fair,,,fair to good,,,limited,limited,"Zoned second residential, permitting apartment houses and a great many of the large old mansions are being converted into this type of dwelling. Lot values are high for residential districts in the city, running from $15 to $20 per front foot. W. D. Cowles, reputed to be the wealthiest man in the Northwest and a number of millionaires still maintain a number of residences in this area which for years was the aristocratic area of the city. The area is rapidly becoming a very popular apartment house district and many of the old residences are being converted into multi-family dwellings. The low ownership in the area is accounted for by the large number of old residences which are rented out as fashionable boarding houses. This is an exceedingly hard area to describe and analyze, but is rated a ""medial yellow"".","Browne's Addition, Spokane, Wash.",C,15
